,title,like,location,price,country,style,review,bookmark,discount
20722,Living,,尖沙咀棉登徑8號豪峰軒5-6號舖,$101-200,法國菜,法國菜,,35,
20723,Amina Modern European (已搬遷),238.0,尖沙咀金馬倫道54-56號龍記大廈5樓A號舖,$401-800,法國菜,Fine Dining,(280 食評),8009,
20724,Patisserie Tony Wong (已搬遷),321.0,九龍城福佬村道74號,$51-100,法國菜,甜品/糖水,(443 食評),7297,
20725,Spark Bar & Restaurant (已搬遷),45.0,旺角花園街2-16號好景商業中心3樓301號舖,$101-200,法國菜,燒烤,(59 食評),855,
20726,The French Table (已搬遷),26.0,尖沙咀樂道1-3號永樂大廈9樓A室,$201-400,法國菜,私房菜,(34 食評),488,
20727,雪糕之森 Ice Cream Gallery (已搬遷),2.0,觀塘開源道55號座開聯工業中心8樓816室,$50以下,法國菜,雪糕/乳酪,(5 食評),131,
20728,羊鞍餐廳 Lamb Rack (已搬遷),4.0,九龍城侯王道2-4號地下1號舖,$51-100,法國菜,法國菜,(8 食評),119,
20729,PB CAFE (已搬遷),4.0,觀塘鴻圖道83號東灜遊廣場地下2號舖,$51-100,法國菜,法國菜,(9 食評),89,
20730,Isabelle (已搬遷),7.0,旺角亞皆老街8號朗豪坊B2樓39號舖,$51-100,法國菜,麵包店,(8 食評),21,
20731,Bee Two French Baguette & Coffee (已搬遷),26.0,太子太子道西152A-152D號太子大樓C2地舖,$50以下,法國菜,咖啡店,(35 食評),296,
20732,La Maison du Chocolat (已搬遷),24.0,尖沙咀柯士甸道西1號圓方(Elements)2樓2040A號舖,$51-100,法國菜,朱古力/糖果店,(24 食評),158,
20733,Isabelle (已搬遷),7.0,尖沙咀河內道18號K11購物藝術館B1樓122B號舖,$51-100,法國菜,麵包店,(10 食評),38,
20734,Délifrance (已搬遷),6.0,尖沙咀漆咸道南45-51號其士大廈地下C & D 舖,$51-100,法國菜,麵包店,(16 食評),37,
20735,Délifrance (已搬遷),5.0,九龍灣牛頭角道77號淘大商場一期地下G109-110 號舖,$51-100,法國菜,麵包店,(11 食評),24,
20736,Bien Dinning (已搬遷),13.0,尖沙咀麼地道31號海景大廈10樓前座,$401-800,法國菜,私房菜,(16 食評),295,
20737,Bistro Délifrance (已搬遷),22.0,九龍灣偉業街33號德福廣場第一期G88-90號舖,$51-100,法國菜,法國菜,(69 食評),49,
20738,直購街 GoodealMart (非門市),6.0,,$101-200,法國菜,意大利菜,(6 食評),19,
20739,羊鞍餐廳 Lamb Rack (已搬遷),6.0,九龍城衙前圍道132-134號C,$51-100,法國菜,法國菜,(15 食評),37,
20740,廣豐酒莊 Kwong Fung Wine (已搬遷),,佐敦文英街16號地下,$51-100,法國菜,酒,,3,
20741,聖喬治 St. George (裝修中),21.0,尖沙咀廣東道2A號1881海利公館1樓,$801以上,法國菜,酒店餐廳,(25 食評),1523,
20742,CHEF STAGE de Eddy Chu,652.0,尖沙咀亞士厘道17-19號19樓,$201-400,西式,酒,(722 食評),30517,提供網上訂座
20743,LAB EAT Restaurant & Bar,436.0,尖沙咀金巴利道87-89號僑豐大厦地下1-2號舖,$201-400,西式,海鮮,(565 食評),50670,正價75折 單點餐牌
20744,Shine,692.0,尖沙咀北京道12A號太子集團中心6樓,$201-400,西式,酒,(776 食評),21070,送 25里數 / 30積分
20745,芝樂坊餐廳 The Cheesecake Factory,380.0,尖沙咀廣東道25號海港城港威商場地下G102號舖,$101-200,美國菜,漢堡包,(621 食評),35705,最優秀西式餐廳/新餐廳開飯熱店
20746,Espuma,610.0,尖沙咀厚福街8號H8 2樓,$101-200,西班牙菜,甜品/糖水,(949 食評),40379,送 25里數 / 30積分
20747,The Captain's House,511.0,尖沙咀厚福街8號H8 18樓,$201-400,西式,美國菜,(634 食評),33142,送 25里數 / 30積分
20748,Day and Nite by Master Kama,462.0,旺角山東街50號1-2樓,$101-200,意大利菜,海鮮,(595 食評),28156,送 25里數 / 30積分
20749,HeSheEat,585.0,旺角白布街22號藝興大廈地下4號舖,$51-100,西式,甜品/糖水,(845 食評),31100,最優秀甜品店開飯熱店
20750,Sky726,368.0,旺角彌敦道724-726號25樓,$201-400,法國菜,甜品/糖水,(495 食評),38448,自選餐牌主菜買一送一優惠 或 甜品8折優惠； 飲品一律8折
20751,Burgeroom,437.0,尖沙咀彌敦道132號美麗華廣場一期2 樓 207 號舖,$51-100,美國菜,漢堡包,(511 食評),13788,送 25里數 / 30積分
20752,樂園 Happyland,572.0,尖沙咀北京道65-69號環球商業大廈2樓205-06室,$101-200,西式,樓上cafe,(635 食評),10080,送 25里數 / 30積分
20753,Cafe Paradise,383.0,太子界限街23號地下C舖,$51-100,意大利菜,西式,(473 食評),25257,送 25里數 / 30積分
20754,彌敦左岸 Nathan Left,387.0,尖沙咀赫德道5-9號德裕中心B1層,$201-400,西式,海鮮,(417 食評),11193,送 25里數 / 30積分
20755,Plato Cafe & Bistro,408.0,油麻地彌敦道483-485號2樓,$101-200,西式,甜品/糖水,(503 食評),22839,訂座可贈送小食
20756,The Stadium,322.0,觀塘興業街4號The Wave 4樓,$101-200,美國菜,薄餅,(431 食評),20265,最優秀觀塘開飯熱店
20757,ATUM Restaurant,345.0,尖沙咀河內道18號K11購物藝術館1樓101B號舖,$201-400,西式,海鮮,(421 食評),21579,
20758,一起果醬 Let's Jam,407.0,尖沙咀松山道15-17號地下D舖,$101-200,西式,甜品/糖水,(475 食評),12445,送 25里數 / 30積分
20759,街坊Cafe Kaifong Cafe,415.0,"旺角通菜街1號威達商業大厦地下1E,F& H號舖",$51-100,西式,甜品/糖水,(519 食評),25438,主餐牌5折及飲品5折（龍蝦類除外）
20760,Amour Corner,373.0,旺角砵蘭街106號地下,$101-200,西式,扒房,(472 食評),15501,
20761,Diletto,301.0,尖沙咀漆咸道南11-15號余仁生中心1樓,$201-400,意大利菜,西式,(402 食評),20427,送 25里數 / 30積分
20762,LM Cafe,359.0,觀塘駿業街56號中海日升中心地下M舖,$51-100,西式,咖啡店,(435 食評),8030,
20763,孖啡 Double Cafe,295.0,旺角彌敦道577號高氏大樓4樓,$51-100,西式,甜品/糖水,(385 食評),20593,訂座可享79折優惠
20764,Candies Foodies,350.0,尖沙咀樂道36-50號華源大廈1B-2B閣樓,$101-200,西式,咖啡店,(397 食評),9285,送 25里數 / 30積分
20765,Hami Harmony,288.0,太子西洋菜北街161號地下A舖,$101-200,意大利菜,法國菜,(361 食評),11989,送 25里數 / 30積分
20766,I's Land Cafe,304.0,觀塘開源道62號駱駝漆大廈1座6樓A舖,$101-200,西式,西式糕點,(456 食評),21476,送 25里數 / 30積分
20767,Pom's Kitchen & Deli,268.0,佐敦德興街7號A-B號舖,$101-200,西式,西餐廳,(361 食評),18516,專享特別優惠
20768,Manhattan Grill & Bar,357.0,觀塘觀塘道414號一亞太中心(OPC)3樓303號舖,$201-400,美國菜,酒吧,(488 食評),12963,訂座享免費生日甜品及特色小食一客
20769,第三站 Station 3 Cafe,270.0,旺角洗衣街39號金雞廣場25樓08-09室,$101-200,意大利菜,西式,(380 食評),16982,全單79折
20770,Channel 3 Tapas Bar & Restaurant,334.0,太子通菜街228號地下,$101-200,西班牙菜,酒吧,(378 食評),5574,
20771,慢煮工業 Under Vacuum The Steak,258.0,太子太子道西91號地舖,$51-100,西式,三文治,(388 食評),21447,送 25里數 / 30積分
20772,Urban Coffee Roaster,272.0,尖沙咀碧仙桃路7號美麗都大廈地下44號舖,$51-100,西式,All Day Breakfast,(307 食評),13995,最優秀咖啡室開飯熱店
20773,2DP,331.0,尖沙咀厚福街12至12號A藍馬商業大廈地下,$51-100,西式,素食,(454 食評),10424,
20774,慢煮工業 The Hangout by Under Vacuum,320.0,太子白楊街15-19號萬安大樓地下及1樓,$101-200,西式,酒,(413 食評),12029,送 25里數 / 30積分
20775,L'attitude,294.0,尖沙咀金馬倫道19號地下A舖,$101-200,西式,甜品/糖水,(348 食評),7731,
20776,Lady M,245.0,尖沙咀廣東道3-27號海港城海運大廈2樓OT215K號舖,$51-100,西式,麵包店,(381 食評),19671,最優秀咖啡室開飯熱店
20777,吃吧 Chiba,235.0,旺角彌敦道566-568號僑建大廈2樓2室,$101-200,西式,酒吧,(276 食評),11197,全單8折
20778,Amico 1890,278.0,旺角洗衣街24號地舖,$101-200,西式,薄餅,(386 食評),18484,送 25里數 / 30積分
20779,Cosmos Restaurant & Bar,239.0,尖沙咀寶勒巷27號東滙商業大厦地舖,$101-200,西式,海鮮,(286 食評),11653,訂座可享8折優惠
20780,Mini Friday,215.0,旺角西洋菜南街2號銀城廣場9樓,$101-200,西式,西式糕點,(287 食評),14830,訂座可享有主餐牌食品88折及飲品半價優惠
20781,Romanne Leisure Food Concept,258.0,旺角砵蘭街215號朗晴坊7樓,$101-200,西式,美國菜,(295 食評),5905,
20782,CHOO CHOO,276.0,長沙灣順寧道364-368號昌暉大廈地下1號舖,$101-200,西式,甜品/糖水,(314 食評),11586,現凡使用OpenRice訂座於8:00前離座可享10%off(不包括set dinner)
20783,咖啡弄 Coffee Alley,293.0,尖沙咀漢口道38號漢興大廈1樓,$101-200,西式,咖啡店,(532 食評),17955,最優秀咖啡室開飯熱店
20784,Mini Friday,231.0,觀塘興業街4號The Wave 3樓,$101-200,西式,西式糕點,(316 食評),10819,訂座可享有主餐牌88折
20785,Joyful Dessert House,297.0,旺角黑布街74號藝興大廈地下2及3號舖,$50以下,西式,甜品/糖水,(407 食評),13027,
20786,JC Room,239.0,旺角廣華街2-20號翠園大樓二期地下5號舖,$101-200,西式,All Day Breakfast,(256 食評),3893,
20787,Coffee Jobs,267.0,旺角廣華街3號百利達廣場地下3號舖,$101-200,西式,咖啡店,(358 食評),11170,
20788,Playa de Papagayo,245.0,尖沙咀河內道5號普基商業中心地下N3號舖,$101-200,西班牙菜,酒吧,(288 食評),14916,
20789,Cocina 3 Tapas Restaurant & Bar,245.0,大角咀海泓道1號奧海城三期地下G22號舖,$101-200,西班牙菜,酒吧,(280 食評),3306,
20790,Home Sweet Home,233.0,太子基隆街13號永基樓地舖,$101-200,西式,海鮮,(278 食評),4239,全單65折
20791,BRICK LANE Gallery,187.0,尖沙咀棉登徑17-23號地下,$101-200,英國菜,甜品/糖水,(277 食評),15238,送 25里數 / 30積分
20792,The BASE,242.0,觀塘開源道52-54號豐利中心5樓509室,$101-200,西式,All Day Breakfast,(305 食評),12800,送 25里數 / 30積分
20793,WOFT,209.0,旺角染布房街7-8D地下,$101-200,西式,西式,(266 食評),19372,送 25里數 / 30積分
20794,雅苑座 The Greenery,520.0,尖沙咀麼地道69號帝苑酒店3樓,$401-800,西式,自助餐,(790 食評),40034,
20795,Co-Dining Space,208.0,尖沙咀廣東道82-84號流尚坊11樓,$51-100,西式,漢堡包,(227 食評),5189,送 25里數 / 30積分
20796,Give Me 5,260.0,觀塘鴻圖道90號5樓,$101-200,西式,海鮮,(301 食評),6632,送 25里數 / 30積分
20797,The Grill Room,171.0,尖沙咀堪富利士道6-6A號爵寓2樓,$201-400,西式,扒房,(224 食評),11391,晚市六時入座享晚市套餐七折優惠
20798,The Live House,220.0,旺角彌敦道731號地庫,$101-200,西式,酒,(382 食評),28759,88折（星期一至星期日；星期五晚上9時後）
20799,Dream Cafe,193.0,旺角砵蘭街215號朗晴坊5樓全層,$101-200,西式,薄餅,(236 食評),3261,送 25里數 / 30積分
20800,Nardo's Cafe,140.0,旺角彌敦道594-596號旺角新城8樓全層,$51-100,西式,樓上cafe,(176 食評),6765,送 25里數 / 30積分
20801,Moreish & Malt,175.0,觀塘鴻圖道48號地下B號舖,$101-200,美國菜,漢堡包,(230 食評),13482,「買1送1」精選支裝紅酒或白酒（星期六至三）
20802,Rimi Cafe,151.0,旺角登打士街43H號登打士廣場20樓全層,$51-100,西式,樓上cafe,(189 食評),6388,任何時段 訂座可享95折優惠
20803,Studio Caffeine,187.0,佐敦廟街284號地下,$51-100,西式,All Day Breakfast,(253 食評),12346,晚膳食品及飲品9折
20804,Fifty Fifty,185.0,長沙灣東沙島街青山道181號地下C舖,$51-100,意大利菜,西式,(217 食評),4175,送 25里數 / 30積分
20805,R&B,131.0,尖沙咀彌敦道172-174號太平洋大廈3樓,$101-200,西式,All Day Breakfast,(216 食評),18880,
20806,ねずみの王冠 喫茶店 Hamsta Crown Coffee,186.0,觀塘巧明街106號冠力工業大廈15樓1501室,$51-100,西式,All Day Breakfast,(237 食評),5023,送 25里數 / 30積分
20807,Mini Club,212.0,尖沙咀山林道29-31號地下A舖,$201-400,西式,酒,(270 食評),7541,
20808,Season Plus,221.0,尖沙咀山林道52號環海大廈一期地下A及E舖,$101-200,西式,海鮮,(245 食評),5139,晚膳85折
20809,EXP,678.0,九龍塘達之路80號又一城UG層23號舖,$101-200,西式,薄餅,(1012 食評),7455,
20810,Burgerman,254.0,大角咀埃華街95-97號地下,$51-100,美國菜,漢堡包,(304 食評),6805,
20811,Bella Shine,193.0,觀塘巧明街114號迅達工業大廈2樓B室,$101-200,西式,拉麵,(219 食評),3914,送 25里數 / 30積分
20812,OM Tapas,130.0,尖沙咀棉登徑1號地舖,$201-400,西班牙菜,酒,(155 食評),7268,送 25里數 / 30積分
20813,Amitie Kitchen,179.0,尖沙咀亞士厘道27號捷利商業大廈8樓,$101-200,意大利菜,法國菜,(209 食評),7146,送 25里數 / 30積分
20814,Coffee Art,149.0,觀塘成業街7號東廣場地下G46-G48舖,$51-100,意大利菜,西式,(214 食評),8453,
20815,Infinity Workshop Cafe,130.0,旺角登打士街43H號登打士廣場5樓全層,$101-200,西式,All Day Breakfast,(179 食評),8675,
20816,Coffee Break,131.0,旺角通菜街2Q-2Z號鴻輝大廈地下4號舖,$51-100,西式,咖啡店,(158 食評),3715,
20817,Ulyssa by Aldou,148.0,荔枝角長沙灣道883號億利工業中心2樓203室,$101-200,西式,咖啡店,(168 食評),3800,訂座送即開生蠔（歡迎自帶酒水，免收開瓶費）
20818,魔膳廚房 MS KITCHEN,274.0,觀塘開源道77號業發大廈一期2樓D室,$101-200,西式,甜品/糖水,(311 食評),8515,提供網上訂座
20819,Bigger Burger Cafe,186.0,佐敦白加士街42-50號金寶樓地下6號舖,$51-100,西式,美國菜,(235 食評),3438,
20820,Y Show Tasty,133.0,尖沙咀厚福街8號H8 12樓,$101-200,西式,西式,(150 食評),3269,送 25里數 / 30積分
20821,帝苑餅店 Fine Foods,450.0,尖沙咀麼地道69號帝苑酒店大堂,$51-100,西式,麵包店,(579 食評),12143,
20822,Green,211.0,尖沙咀科學館道17號唯港薈地下,$201-400,西式,咖啡店,(312 食評),11792,
20823,部屋咖啡室 homemadecafe,142.0,旺角登打士街43H號登打士廣場12樓,$51-100,西式,樓上cafe,(178 食評),5979,OpenRice 網上訂座全單95折（結賬前出示）
20824,The Food Gallery,102.0,尖沙咀北京道8號香港朗廷酒店大堂,$401-800,西式,自助餐,(191 食評),26361,自助午餐網上訂座7折優惠
20825,Simplylife Bakery Cafe,206.0,九龍塘達之路80號又一城L2層30號舖,$101-200,西式,All Day Breakfast,(381 食評),8499,
20826,Gastrobox the Cameron,115.0,尖沙咀金馬倫道33號 The Cameron 1樓101號舖,$101-200,意大利菜,西式,(184 食評),15508,送 25里數 / 30積分
20827,La Postre,129.0,尖沙咀厚福街8號H8地下,$101-200,西班牙菜,甜品/糖水,(161 食評),6315,提供網上訂座
20828,Le Paradis Restaurant & Cafe,186.0,尖沙咀加連威老道41C嘉威大廈4樓A室,$201-400,法國菜,西式,(224 食評),4688,
20829,BOM Cuisine,119.0,長沙灣青山道441號地舖,$51-100,葡國菜,西班牙菜,(136 食評),4019,下午七點半前離座八五折優惠
20830,AVA Restaurant Slash Bar,142.0,尖沙咀赫德道8A號麗景酒店38樓,$201-400,西式,無肉餐單,(252 食評),18184,送 25里數 / 30積分
20831,Cafe REVOL,107.0,佐敦德成街4-16號富裕臺地下5號舖,$51-100,西式,三文治,(121 食評),5261,
20832,Cafe 103,140.0,尖沙咀柯士甸道西1號環球貿易廣場(ICC)香港麗思卡爾頓酒店103樓,$401-800,西式,自助餐,(231 食評),16231,送 25里數 / 30積分
20833,Lava Java 咖啡西餐廳 Lava Java Cafe & Restaurant,159.0,觀塘開源道71號王子大廈5樓B室,$101-200,西式,漢堡包,(202 食評),6067,晚市9折優惠 (加一前消費滿$600)
20834,Mini Club,192.0,旺角太平道6號B地舖,$201-400,西式,酒,(220 食評),5859,
20835,一心素食 O&S,145.0,觀塘鴻圖道30號鴻圖樓3樓,$51-100,西式,素食,(192 食評),6694,送 25里數 / 30積分
20836,峰景餐廳 Cafe Deco,66.0,尖沙咀彌敦道100號The ONE 20樓,$401-800,西式,無肉餐單,(135 食評),15452,送 25里數 / 30積分
20837,Burger Lab,118.0,佐敦庇利金街14-22號地下3號舖,$51-100,西式,三文治,(122 食評),2234,
20838,Olive ERA,182.0,黃大仙睦鄰街8號現崇山商場地下G1-G2號舗,$101-200,西式,包場派對,(224 食評),4440,訂座可享單點食品5折優惠
20839,卡莎338 Casa 338,134.0,長沙灣東京街50號地舖,$51-100,西式,酒,(171 食評),4201,早場75折優惠
20840,野玩田店 Something Wild - The Farm,87.0,尖沙咀河內道18號K11購物藝術館2樓201號舖,$101-200,西式,薄餅,(139 食評),10837,星期一全日89折
20841,洛煮意 Kaylaism,151.0,旺角亞皆老街65號新之城地下G20號舖,$51-100,意大利菜,西式,(180 食評),2113,送 25里數 / 30積分
20842,意粉狂熱 Pastaholic,118.0,旺角彌敦道639號雅蘭中心2樓208號舖,$101-200,意大利菜,西班牙菜,(157 食評),7134,飲品買一送一優惠(價值$38或以下之飲品)
20843,Oslo,122.0,九龍城南角道15號地舖,$101-200,西式,甜品/糖水,(148 食評),5320,
20844,Yummy,119.0,旺角廣華街48號地下,$201-400,西式,甜品/糖水,(136 食評),2359,訂座每位惠顧任何飲品，全單9折優惠。
20845,Playa de Papagayo,124.0,尖沙咀天文臺道8號地下2號舖,$101-200,西班牙菜,酒吧,(151 食評),5629,
20846,宜家家居餐廳及咖啡室 IKEA Café,346.0,九龍灣宏照道38號Megabox4樓,$51-100,西式,快餐店,(543 食評),2232,
20847,Uptop Bistro and Bar,96.0,尖沙咀漆咸道南117號珀薈酒店19樓,$201-400,西式,沙律,(134 食評),10547,網上訂座享晚市指定時段(星期一至四) 75折
20848,Little Break Coffee & Kitchen,107.0,荔枝角長義街9號D2 Place一期地下G03舖,$101-200,西式,All Day Breakfast,(179 食評),9707,送 25里數 / 30積分
20849,韓半島 Hanbando,118.0,尖沙咀厚福街8號H8 1樓,$101-200,西式,海鮮,(167 食評),6665,
20850,Coffee Talks,119.0,旺角洗衣街167-175A號嘉德大廈地下2號舖,$51-100,西式,All Day Breakfast,(149 食評),4888,
20851,Rustico,104.0,荔枝角長義街9號D2 PLACE一期地下G01舖,$101-200,西班牙菜,酒,(159 食評),10818,提供網上訂座
20852,窩子 WoZi,102.0,新蒲崗仁愛街36號地下,$51-100,西式,咖啡店,(143 食評),5961,
20853,February,157.0,觀塘駿業街56號中海日升中心2樓A號舖,$101-200,德國菜,西式,(187 食評),4841,送 25里數 / 30積分
20854,半熟工房 Hanjuku Kobo,168.0,尖沙咀金馬倫道6A地舖,$51-100,西式,麵包店,(252 食評),5992,
20855,Outback Steakhouse,88.0,旺角太子道西193號新世紀廣場6樓605號舖,$201-400,澳洲菜,扒房,(143 食評),5192,
20856,LAVA Bar & Restaurant,150.0,太子通菜街236號地舖,$101-200,西班牙菜,酒吧,(157 食評),3586,
20857,紅橋 Rosa Bridge Restaurant,125.0,旺角西洋菜南街190-194A號西洋大廈地舖,$51-100,西式,茶餐廳/冰室,(140 食評),1917,
20858,Lion Rock,147.0,旺角太子道西193號帝京酒店3樓,$201-400,西式,咖啡店,(272 食評),7402,連主菜之半自助午餐及晚市套餐85折（星期一至五）
20859,Knockbox Coffee Company,128.0,旺角黑布街21號地下,$50以下,西式,All Day Breakfast,(169 食評),12118,
20860,葡匯咪走雞葡國餐廳 Mike's Chicken Comida de Portugal Restaurant,123.0,尖沙咀彌敦道118-130號美麗華廣場二期1樓167號舖,$101-200,葡國菜,海鮮,(145 食評),3742,
20861,Morton's of Chicago,132.0,尖沙咀彌敦道20號香港喜來登酒店4樓,$801以上,美國菜,扒房,(169 食評),15010,
20862,Burgerman,193.0,深水埗欽州街65-71號地下,$51-100,美國菜,漢堡包,(251 食評),7710,
20863,鳥語 Floom Floom,77.0,尖沙咀厚福街12-12A號藍馬商業大廈10樓,$101-200,西式,咖啡店,(134 食評),10508,
20864,百味閣餐廳 Lion Rock Bistro,124.0,九龍塘聯合道320號建新中心2-4號舖地下,$101-200,西式,西餐廳,(156 食評),969,
20865,星廚 Star Cucine,132.0,太子荔枝角道74號地下,$101-200,西式,港式,(158 食評),3032,
20866,Non Kitchen,106.0,觀塘鴻圖道12精棉工業大廈1樓,$101-200,西式,多國菜,(122 食評),3593,
20867,Pivo Czech Bar,69.0,尖沙咀柯士甸道西1號圓方(Elements)頂層R004號舖,$101-200,西式,酒吧,(88 食評),11826,送 25里數 / 30積分
20868,騷 Soul,112.0,尖沙咀諾士佛臺9號冠福中心9樓904室,$101-200,西式,All Day Breakfast,(155 食評),7157,送 25里數 / 30積分
20869,慢理牆城 Wall Is Eat,86.0,油麻地砵蘭街28號M1酒店1樓,$101-200,西式,酒店餐廳,(118 食評),7509,送 25里數 / 30積分
20870,神經餵飼 Feed Your Nerves,73.0,旺角砵蘭街434號地舖,$51-100,西式,麵包店,(138 食評),12956,
20871,Top Blade Steak Lab,74.0,何文田梭椏道4A號榮英大厦地舖,$101-200,西式,酒,(103 食評),9638,
20872,HeySoNuts,108.0,土瓜灣北帝街149號地下3號舖,$51-100,西式,甜品/糖水,(161 食評),8395,
20873,Ambrosia Oyster Bar & Grill,134.0,尖沙咀彌敦道63號iSQUARE國際廣場28樓2802號舖,$401-800,西式,海鮮,(209 食評),14820,自選餐牌食品9折（星期一至五）
20874,The Americano,135.0,荔枝角長沙灣道883號億利工業中心1樓12室,$101-200,西式,美國菜,(196 食評),5333,正價8折 單點餐牌
20875,帝樂 - 德國餐廳 Prost by King Ludwig,98.0,尖沙咀彌敦道132號美麗華廣場一期3樓302號舖,$201-400,德國菜,薄餅,(131 食評),6196,
20876,牧羊少年創意咖啡館 by GaBee. The Alchemist Creative Coffee by GaBee.,63.0,尖沙咀河內道18號K11購物藝術館B2樓27號舖,$101-200,西式,甜品/糖水,(123 食評),7335,
20877,Wooloomooloo Prime,99.0,尖沙咀彌敦道100號The ONE 21樓,$401-800,澳洲菜,扒房,(180 食評),15527,
20878,梔子 Zi,93.0,尖沙咀山林道8號地舖,$51-100,西式,酒,(111 食評),5949,
20879,Amina Modern European,114.0,尖沙咀廣東道82-84號流尚坊8樓全層,$401-800,意大利菜,法國菜,(122 食評),2751,"10月特別優惠: 訂座享晚餐85折 8 Course, 9 Course or Wine Pairing Set Menu 及 $198半打生蠔優惠"
20880,LAB EAT Restaurant & Bar,93.0,旺角彌敦道700號T.O.P. This is Our Place 5樓502號舖,$201-400,西式,海鮮,(124 食評),7814,最後召集七五折
20881,URBAN Cafe Commune,104.0,旺角太子道西193號新世紀廣場1樓121及181號舖,$101-200,西式,西式,(244 食評),5756,
20882,浦東晉家門 Pudong Pub & Cafe,106.0,太子砵蘭街420號地下,$101-200,西式,薄餅,(125 食評),2727,
20883,Table 18 Bar & Restaurant,209.0,觀塘觀塘道418號創紀之城五期(apm)UC-1號舖,$101-200,西式,西式,(354 食評),8270,
20884,小糖鈕 Sweet Button,91.0,尖沙咀堪富利士道6-6A號3樓,$51-100,西式,甜品/糖水,(105 食評),2236,訂座享88折優惠
20885,Sense Cafe,159.0,佐敦廟街286-294號華至大廈地下6-8號舖,$50以下,西式,甜品/糖水,(220 食評),7009,
20886,C.O.W. Dining,107.0,觀塘觀塘道396號毅力工業中心2樓F室,$201-400,意大利菜,西式,(113 食評),3284,
20887,花說 Fara xoxo,104.0,長沙灣福榮街565號地舖,$51-100,西式,All Day Breakfast,(157 食評),6744,
20888,The Chop House,82.0,尖沙咀彌敦道132號美麗華廣場一期3樓301及305號舖,$201-400,西式,漢堡包,(129 食評),8619,惠顧堂食自選餐牌食品及飲品滿港幣5百元可享9折
20889,倚窗閣 The Window Cafe,193.0,尖沙咀彌敦道19-21號九龍酒店2樓,$401-800,西式,素食,(391 食評),20779,食品及飲品低至85折
20890,HOW,55.0,觀塘觀塘巧明街99號巧明工廠大廈3樓AB座,$101-200,西式,漢堡包,(108 食評),9240,送 25里數 / 30積分
20891,Beerliner German Bar & Restaurant,68.0,旺角亞皆老街8號朗豪坊13樓05號舖,$201-400,德國菜,適合大夥人,(121 食評),9644,送 25里數 / 30積分
20892,只 Zi,75.0,尖沙咀加連威老道66-76號威華大廈4樓402室,$101-200,西式,甜品/糖水,(118 食評),9212,
20893,Centre de Vin by Nexus,98.0,觀塘巧明街94-96號鴻圖中心9樓,$201-400,西式,Fine Dining,(132 食評),2855,送 25里數 / 30積分
20894,ICONIC H 特色熱狗店 ICONIC H Special Hotdog Shop,113.0,紅磡必嘉街97號黃埔唐樓C座106A舖,$50以下,德國菜,西式,(159 食評),9962,
20895,La Vache!,49.0,尖沙咀赫德道12號地下,$201-400,法國菜,西式,(69 食評),10658,
20896,am.pm,87.0,油麻地彌敦道560譽發廣場地下B舖,$50以下,西式,甜品/糖水,(231 食評),6475,
20897,牧羊少年咖啡．茶．酒館 The Alchemist Cafe Bistro,127.0,太子白楊街27-29號嘉安大廈地下1號舖,$101-200,西式,咖啡店,(217 食評),11632,
20898,Outback Steakhouse,239.0,"尖沙咀麼地道66號尖沙咀中心UG23-28, 30 & 61-63號舖",$201-400,澳洲菜,扒房,(387 食評),7776,
20899,Seafood Stand,95.0,尖沙咀麼地道65號安達中心地下5號舖,$51-100,西式,海鮮,(117 食評),2789,
20900,I Love You Dessert Bar,80.0,旺角白布街24號藝興大廈地下3A號舖,$50以下,西式,甜品/糖水,(168 食評),7872,
20901,居廬 Cafe Enjoy Life,114.0,太子界限街12A號地下,$101-200,西式,薄餅,(187 食評),8317,
20902,Grubers,91.0,九龍灣偉業街33號德福廣場一期平台P23號舖,$51-100,西式,漢堡包,(113 食評),1865,
20903,Main St. Deli,165.0,尖沙咀北京道8號香港朗廷酒店低層大堂,$201-400,美國菜,漢堡包,(233 食評),9915,送 25里數 / 30積分
20904,酷廚 KOOL,95.0,荔枝角長順街15號D2 Place二期1樓110-111號舖,$51-100,西式,漢堡包,(123 食評),1614,
20905,Brooklyn,63.0,旺角太子道西193號新世紀廣場第5層526號舖,$201-400,美國菜,美國菜,(134 食評),6753,
20906,Moreish & Malt,90.0,紅磡蕪湖街83號逸‧酒店1樓,$101-200,美國菜,漢堡包,(106 食評),2191,送 25里數 / 30積分
20907,Cafe Paradise,83.0,太子砵蘭街412號地舖,$51-100,意大利菜,西式,(88 食評),1547,送 25里數 / 30積分
20908,B.Two House,66.0,觀塘成業街19-21號成業工業大廈1樓26室,$51-100,西式,三文治,(76 食評),2319,送 25里數 / 30積分
20909,Fish & Chick Plus,75.0,觀塘觀塘道414號1亞太中心(OPC)3樓302號舖,$101-200,英國菜,西式,(103 食評),5383,送 25里數 / 30積分
20910,GOCHISO,72.0,尖沙咀河內道18號K11購物藝術館2樓219-220舖,$101-200,意大利菜,西式,(144 食評),6938,訂座可享主餐牌9折
20911,慢煮工房 Sous Vide Factory,102.0,觀塘開源道60號駱駝漆大廈3期4樓T室,$101-200,西式,多國菜,(130 食評),2854,
20912,半島酒店大堂茶座 The Lobby,151.0,尖沙咀梳士巴利道22號香港半島酒店大堂,$201-400,西式,麵包店,(257 食評),4882,午膳9折（星期一至五）
20913,N1 Coffee & Co.,74.0,尖沙咀麼地道34號地下G舖,$50以下,西式,All Day Breakfast,(127 食評),9863,
