,title,like,location,price,country,style,review,bookmark,discount
20914,Oyster Cove,82.0,尖沙咀嘉蘭圍3號地下5-6舖,$101-200,西式,海鮮,(89 食評),3679,送 25里數 / 30積分
20915,紅煮意 Red Idea Cafe,82.0,油麻地新填地街151號俊逸豪園1樓B座(後座入口/油麻地警署斜對面),$51-100,西式,咖啡店,(100 食評),2858,送 25里數 / 30積分
20916,帝樂 - 德國餐廳 King Ludwig Beerhall,273.0,尖沙咀港鐵尖東站32號舖,$201-400,德國菜,德國菜,(423 食評),13776,
20917,Park café,125.0,尖沙咀漆咸道南61-65號香港百樂酒店4樓,$201-400,西式,自助餐,(259 食評),14053,送 25里數 / 30積分
20918,Al Molo Ristorante Italiano,119.0,尖沙咀廣東道3-27號海港城海運大廈地下G63號舖,$201-400,意大利菜,無肉餐單,(226 食評),13720,送 25里數 / 30積分
20919,蠔站 OS Oyster Station,50.0,尖沙咀諾士佛臺1號7樓,$101-200,西式,海鮮,(83 食評),7043,送 25里數 / 30積分
20920,9 3/4 cafe,85.0,旺角煙廠街9號興發商業大廈4樓404室,$101-200,西式,樓上cafe,(108 食評),3854,
20921,柏景餐廳 Café on the PARK,308.0,尖沙咀廣東道33號中港城皇家太平洋酒店園景翼2樓,$201-400,西式,自助餐,(540 食評),11993,自助餐及自選餐牌9折
20922,My Burger,70.0,觀塘成業街7號東廣場地下G12-13號舖,$51-100,西式,美國菜,(105 食評),3589,
20923,名寶石餐廳 Tiffany Restaurant,165.0,太子太子道西148號地下,$101-200,西式,茶餐廳/冰室,(238 食評),5614,
20924,Oasis Cafe & Party House,77.0,旺角亞皆老街83號先施大廈4樓406室,$51-100,西式,甜品/糖水,(108 食評),6033,正價69折 單點餐牌
20925,Factory 99,112.0,觀塘巧明街99號巧明工廠大廈1樓A室,$101-200,西式,多國菜,(248 食評),7353,
20926,香港洲際酒店大堂酒廊 Lobby Lounge,164.0,尖沙咀梳士巴利道18號香港洲際酒店大堂,$201-400,西式,咖啡店,(244 食評),5956,
20927,糖室 Chillazy Dessert,107.0,石硤尾南山邨商場平台熟食亭C4號,$50以下,西式,甜品/糖水,(147 食評),4017,
20928,動漫樂園及主題餐廳 Comic Park & Cafe,77.0,九龍灣宏照道38號MegaBox 9樓23號舖,$51-100,西式,咖啡店,(92 食評),1634,
20929,Cafe Prince Royal,78.0,太子花園街232-242號禮賢大廈地下F舖,$51-100,西式,All Day Breakfast,(105 食評),2546,
20930,add@Prince,69.0,尖沙咀廣東道23號海港城香港太子酒店3樓,$201-400,西式,自助餐,(130 食評),12250,海龍盛宴自助晚餐7折優惠
20931,Outback Steakhouse,50.0,尖沙咀金馬倫道5號太興廣場3樓全層,$201-400,澳洲菜,扒房,(85 食評),3305,
20932,SP Flower & Tea Room,45.0,尖沙咀麼地道66號尖沙咀中心地下G64-66號舖,$51-100,西式,甜品/糖水,(96 食評),7960,送 25里數 / 30積分
20933,Aster Cafe,81.0,觀塘巧明街117號港貿中心2樓201室,$51-100,西式,咖啡店,(88 食評),989,
20934,海景咖啡廊 Café on M,93.0,尖沙咀麼地道70號海景嘉福酒店M層,$401-800,西式,自助餐,(179 食評),16933,送 25里數 / 30積分
20935,Chelsea Garden & Restaurant,72.0,佐敦柯士甸道7號UQ Place 4樓,$201-400,西班牙菜,地中海菜,(79 食評),3056,送 25里數 / 30積分
20936,MG Cafe,77.0,觀塘海濱道133號萬兆豐中心地舖,$51-100,西式,麵包店,(126 食評),8042,
20937,澳瑪葡國菜 Alma Portuguese Grill,69.0,尖沙咀廣東道3-27號海港城海運大廈3樓OT310號舖,$101-200,葡國菜,西式,(186 食評),7743,送 25里數 / 30積分
20938,The Hunt Coffee & Roastery,64.0,觀塘鴻圖道75號KOHO地下A及B號舖,$101-200,西式,咖啡店,(126 食評),5879,
20939,I Café,88.0,尖沙咀麼地道67號半島中心1樓115號舖,$50以下,西式,三文治,(117 食評),2732,
20940,居廬 Take a Break Cafe,105.0,土瓜灣北帝街147號地舖,$101-200,西式,All Day Breakfast,(138 食評),3120,
20941,天機棧扒房 Magic Cafe & Grill,79.0,旺角花園街18-24號華園閣2樓,$101-200,西式,扒房,(109 食評),2052,
20942,大樹先生的家 Mr. Tree,43.0,荔枝角長順街15號D2 Place二期1樓,$101-200,西式,親子餐廳,(100 食評),8091,送 25里數 / 30積分
20943,Espresso Alchemy,116.0,尖沙咀彌敦道132號美麗華商場B1層B116號舖,$50以下,西式,All Day Breakfast,(123 食評),989,
20944,Bro's Cuisine,63.0,觀塘成業街19-21號成業工業大廈2樓13室,$51-100,西式,西式,(66 食評),1109,
20945,露台餐廳 The Verandah,131.0,尖沙咀梳士巴利道22號香港半島酒店1樓,$401-800,西式,自助餐,(165 食評),8358,送 25里數 / 30積分
20946,馬哥孛羅咖啡廳 Cafe Marco,108.0,尖沙咀廣東道3號海港城馬哥孛羅香港酒店1樓,$201-400,西式,自助餐,(217 食評),14555,全單75折
20947,點點甜 Ideas Dessert,75.0,旺角豉油街126-128號明威閣地下K舖,$50以下,西式,甜品/糖水,(130 食評),2499,
20948,茜廊餐廳 Sidewalk Cafe Restaurant,179.0,九龍灣偉業街33號德福廣場一期P8號舖,$51-100,西式,西餐廳,(372 食評),1878,
20949,Alibi – Wine Dine Be Social,55.0,旺角上海街555號香港康得思酒店5樓,$201-400,西式,海鮮,(84 食評),8155,送 25里數 / 30積分
20950,RBTea,98.0,太子彌敦道750號始創中心2樓232號舖,$51-100,西式,咖啡店,(199 食評),3135,
20951,My Day,91.0,尖沙咀彌敦道132號美麗華廣場一期食四方6樓601號舖,$201-400,西式,自助餐,(123 食評),3108,送 25里數 / 30積分
20952,Ruby Tuesday,95.0,尖沙咀廣東道30號新港中心3樓304號舖,$201-400,美國菜,西餐廳,(170 食評),2826,
20953,Beerliner German Bar & Restaurant,104.0,大角咀海泓道1號奧海城三期地下G18號舖,$201-400,德國菜,適合大夥人,(172 食評),8478,主菜買一送一優惠
20954,德福閣 Stanford Café,94.0,旺角豉油街118號仕德福酒店閣樓,$201-400,西式,自助餐,(182 食評),7564,送 25里數 / 30積分
20955,貴族蛋糕 The Supreme,113.0,太子太子道西176號地下,$50以下,西式,麵包店,(141 食評),1199,
20956,The Mafe Cafe,98.0,旺角彌敦道577號高氏大樓3樓A-B室,$51-100,西式,甜品/糖水,(107 食評),1080,提供網上訂座
20957,媽不在家 Mum's not home,37.0,油麻地上海街302號1樓,$50以下,西式,西式,(59 食評),7927,
20958,Café Sausalito,49.0,深水埗大南街201號地舖,$51-100,西式,All Day Breakfast,(71 食評),5503,
20959,FINDS,107.0,尖沙咀金巴利道39號帝樂文娜公館1樓,$401-800,西式,海鮮,(152 食評),9690,食品及飲品9折
20960,Smile Yogurt & Dessert Bar,59.0,尖沙咀河內道18號K11購物藝術館地下G32-33號舖,$51-100,西式,甜品/糖水,(91 食評),1465,
20961,心選 Choice Cafe,70.0,旺角豉油街21號昌記大廈2樓B號舖,$51-100,西式,All Day Breakfast,(86 食評),2238,訂座享85折優惠
20962,千上日本料理 Senkami Japanese Restaurant,63.0,尖沙咀寶勒巷18號香港粵海酒店1樓,$201-400,西式,海鮮,(71 食評),1195,
20963,花花世界.玫瑰咖啡室 Rose Cafe,76.0,旺角砵蘭街215號朗晴坊8樓,$51-100,西式,西式,(108 食評),2180,送 25里數 / 30積分
20964,Casablanca Restaurant & Cafe,99.0,尖沙咀亞士厘道23-25號雅士利中心6樓,$101-200,摩洛哥,摩洛哥,(123 食評),1850,
20965,Pasta Zone,41.0,觀塘開源道60號駱駝漆大廈3期1樓J室,$51-100,地中海菜,素食,(52 食評),3442,
20966,我愛伊斯坦堡 I Love Istanbul,48.0,旺角通菜街11號1樓A室,$101-200,中東菜,土耳其菜,(61 食評),1711,
20967,Cozy Corner,94.0,尖沙咀棉登徑8號豪峰軒地下1及2號舖,$201-400,地中海菜,法國菜,(139 食評),3101,
20968,地中海休閒餐廳 Bistro Bon,34.0,九龍塘聯福道32號吳多泰博士國際中心地下,$51-100,地中海菜,地中海菜,(52 食評),2393,
20969,Coffee on the Sand,32.0,旺角通菜街9-15號1樓A室,$201-400,土耳其菜,咖啡店,(35 食評),1087,
20970,亞龍咖喱 Ah Lung Pakistan Halal Food,63.0,佐敦吳松街93號A地下,$51-100,中東菜,咖喱,(129 食評),2525,
20971,Ebeneezer's Kebabs & Pizzeria,128.0,尖沙咀亞士厘道24-38號天星大廈地下G01C號舖,$51-100,中東菜,清真認證食品,(170 食評),3816,
20972,曉峰閣 Hyatti Restaurant,22.0,大角咀海景街42號地下,$101-200,地中海菜,埃及菜,(30 食評),1408,
20973,阿龍巴基斯坦咖哩 Ah Long Pakistan Halal Food,26.0,佐敦吳松街95號B地下,$51-100,中東菜,咖喱,(67 食評),708,
20974,伊斯坦堡特快 Istanbul Express Turkuaz Turkish Restaurant,22.0,尖沙咀新文華中心1樓115-120號舖,$101-200,土耳其菜,西餐廳,(37 食評),1510,
20975,瑪哈巴 Merhaba by Pasha Turkish Restaurant,58.0,尖沙咀諾士佛臺12號耀邦大廈地下,$201-400,土耳其菜,土耳其菜,(105 食評),2292,
20976,基隆街五號 The Venue,9.0,旺角基隆街5號2樓,$201-400,中東菜,私房菜,(9 食評),521,
20977,Egyptian House Restaurant & Bazar,13.0,尖沙咀樂道36-50號華源大廈B座15樓B2室,$51-100,中東菜,埃及菜,(19 食評),220,
20978,1453 奧圖曼地中海美食(清真) 1453 Ottoman Mediterranean Cuisine,17.0,旺角通菜街19號地下,$101-200,地中海菜,土耳其菜,(37 食評),1079,
20979,New Istanbul Kebab,7.0,尖沙咀赫德道 1-3 號利威商業大廈地下 8 號舖,$50以下,土耳其菜,快餐店,(13 食評),317,
20980,Turkish Kebab & Indian Restaurant,7.0,尖沙咀彌敦道36-44號重慶大廈地下47號舖,$51-100,土耳其菜,咖喱,(8 食評),70,
20981,Ebeneezer's Kebabs & Pizzeria,5.0,紅磡香港理工大學N座1樓及地下草坪餐廳,$51-100,中東菜,無肉餐單,(9 食評),131,
20982,27 Kebab House Turkish Restaurant,6.0,尖沙咀亞士厘道 18 號地下,$51-100,土耳其菜,土耳其菜,(8 食評),352,
20983,Ziafat Arabic Cuisine,7.0,尖沙咀彌敦道81號喜利大廈6樓B室,$51-100,中東菜,中東菜,(18 食評),207,
20984,Mecca,3.0,深水埗元州街340號豐祥大廈地下4號舖,$51-100,埃及菜,薄餅,(5 食評),217,
20985,哈比比 Habibi's,3.0,土瓜灣木廠街38號金運閣地下B-C舖,$51-100,土耳其菜,薄餅,(5 食評),217,
20986,土耳其媽媽廚房 Turkish Anne,10.0,旺角旺角九龍西洋菜南街1A-1K百寶利商業中心13樓4C室,$101-200,中東菜,土耳其菜,(16 食評),742,
20987,Turkuaz Turkish Ice Cream,4.0,旺角通菜街9-15號1樓A室,$50以下,土耳其菜,雪糕/乳酪,(6 食評),183,
20988,Bismillah Kebab House,12.0,尖沙咀彌敦道36-44號重慶大廈1樓75號舖,$50以下,中東菜,烤肉,(19 食評),403,
20989,Turkish Kebab Restaurant,2.0,尖沙咀漆咸圍1-3C號多福大廈地舖,$51-100,土耳其菜,薄餅,(6 食評),66,
20990,Ghana Locals,3.0,尖沙咀彌敦道36-44號重慶大廈1樓102號舖,$50以下,非洲菜,非洲菜,(3 食評),39,
20991,Egyptian House,3.0,尖沙咀樂道36-50號華源大廈15樓B2號舖,$51-100,中東菜,埃及菜,(3 食評),94,
20992,Chocoline,1.0,尖沙咀麼地道75號南洋中心第一庭地下32-35號舖,$51-100,中東菜,朱古力/糖果店,(1 食評),46,
20993,阿里吧吧 Ali Baba,8.0,九龍城獅子石道55B安捷樓地下舖,$50以下,中東菜,朱古力/糖果店,(16 食評),186,
20994,Lamees,3.0,土瓜灣北帝街145號順輝大廈地下2號舖,$101-200,地中海菜,地中海菜,(6 食評),84,
20995,T Gourmet,1.0,尖沙咀赫德道1-3號利威商業大廈4樓401-402室,$201-400,中東菜,黎巴嫩菜,(1 食評),142,
20996,Istanbul Kebab,27.0,尖沙咀棉登徑地下G17號舖,$50以下,土耳其菜,小食店,(41 食評),522,
20997,Curry & Kabab Hut,1.0,紅磡崇潔街19號前座地舖,$51-100,土耳其菜,薄餅,(1 食評),8,
20998,歐亞之夜 Ziyafet Hong Kong,1.0,旺角西洋菜南街1A-1K百寶利商業中心10樓6號舖,$101-200,中東菜,土耳其菜,(1 食評),126,
20999,Al-Maidah Restaurant,1.0,尖沙咀彌敦道83-97號地下13號舖,$50以下,中東菜,中東菜,(2 食評),61,
21000,Istanbul Kebab,7.0,尖沙咀樂道34號A地下,$50以下,土耳其菜,外賣店,(16 食評),180,
21001,瑪伊德餐廳 Maidah Restaurant,2.0,尖沙咀彌敦道83-97號華源大廈地下13號舖,$50以下,土耳其菜,土耳其菜,(3 食評),65,
21002,Happy Camels Kebabs,,尖沙咀彌敦道36-44號重慶大廈地下47號舖,$51-100,土耳其菜,土耳其菜,(1 食評),34,
21003,土耳其安塔利亞 Turkey Antalya,,旺角西洋菜南街1A-1K百寶利商業中心13樓4B室,$101-200,土耳其菜,甜品/糖水,(6 食評),203,
21004,Mul Hayam Glatt Kosher Restaurant,,尖沙咀麼地道62號永安廣場1樓105舖,$101-200,猶太菜,多國菜,,7,
21005,Mezze,,尖沙咀赫德道4號The Hart 4樓,$101-200,中東菜,中東菜,,25,送 25里數 / 30積分
21006,Tasty Bites,1.0,紅磡馬頭圍道116-118號置富商業大廈地下E舖,$50以下,地中海菜,土耳其菜,(3 食評),28,
21008,巴里島之夜 Night Bali Private Kitchen,,旺角通菜街9-15號1樓,$101-200,土耳其菜,甜品/糖水,,72,
21009,Annapurna Vegetarian Restaurant,,尖沙咀彌敦道36-44號重慶大廈1樓106室,$51-100,中東菜,中東菜,,7,
21010,Ebeneezer's Kebabs & Pizzeria (已搬遷),24.0,尖沙咀寶勒巷3號萬事昌廣場地下,$51-100,中東菜,清真認證食品,(31 食評),460,
21011,我愛伊斯坦堡 I Love Istanbul (已搬遷),64.0,旺角西洋菜南街1A百寶利商業中心13樓4室,$101-200,中東菜,土耳其菜,(96 食評),1695,
21012,Coffee on the Sand (已搬遷),16.0,油麻地彌敦道487號Casa Hotel 地下,$50以下,土耳其菜,咖啡店,(20 食評),389,
21013,我愛峇里島 I Love Bali (已搬遷),15.0,油麻地碧街46號5樓5號室,$101-200,土耳其菜,私房菜,(19 食評),192,
21014,亞龍咖喱 Ah Long Pakistan Halal Food (已搬遷),61.0,佐敦吳松街95B號地下,$50以下,中東菜,咖喱,(105 食評),146,
21015,Chocoline (已搬遷),4.0,尖沙咀麼地道61號冠華中心G8A號舖,$51-100,中東菜,朱古力/糖果店,(6 食評),26,
21016,巴里島之夜 Night Bali Private Kitchen (已搬遷),,旺角西洋菜南街1A-1K百寶利商業中心10樓6號A舖,$101-200,土耳其菜,甜品/糖水,,29,
21017,Turkish Kebab (已搬遷),,尖沙咀漆咸圍2-4號金時商業大廈7號舖,$50以下,中東菜,外賣店,,33,
21018,Tango Argentinian Steak House,19.0,尖沙咀柯士甸道西1號圓方(Elements)3樓R008號舖,$401-800,阿根廷菜,扒房,(28 食評),3109,送 25里數 / 30積分
21019,Tequila Jack's,30.0,尖沙咀漆咸道南33-35號友聯大廈地下7-8號舖,$101-200,墨西哥菜,墨西哥菜,(44 食評),2701,
21020,Cali-Mex Bar & Grill,10.0,尖沙咀加連威老道14號地舖,$101-200,墨西哥菜,美國菜,(24 食評),1090,送 25里數 / 30積分
21021,Castro's,11.0,尖沙咀亞士厘道16號1樓,$101-200,古巴菜,古巴菜,(21 食評),451,
21022,Cali-Mex Bar & Grill,1.0,大角咀海輝道18號一號銀海G03號地舖,$101-200,墨西哥菜,美國菜,(6 食評),159,送 25里數 / 30積分
21023,La Tradicion Cubana Fine Cigar,1.0,尖沙咀彌敦道132號美麗華廣場1期3樓301 及305 號舖,$51-100,古巴菜,咖啡店,(2 食評),82,
21024,Cali-Mex Taqueria,1.0,九龍灣宏照道33號國際交易中心地下,$101-200,墨西哥菜,快餐店,(2 食評),82,9折
21025,Picoso (裝修中),89.0,荔枝角長沙灣道883號億利工業中心1樓101室,$51-100,墨西哥菜,墨西哥菜,(112 食評),4354,
21026,Shine,692.0,尖沙咀北京道12A號太子集團中心6樓,$201-400,多國菜,酒,(776 食評),21070,送 25里數 / 30積分
21027,芝樂坊餐廳 The Cheesecake Factory,380.0,尖沙咀廣東道25號海港城港威商場地下G102號舖,$101-200,多國菜,漢堡包,(621 食評),35705,最優秀西式餐廳/新餐廳開飯熱店
21028,Espuma,610.0,尖沙咀厚福街8號H8 2樓,$101-200,多國菜,甜品/糖水,(949 食評),40379,送 25里數 / 30積分
21029,Sky726,368.0,旺角彌敦道724-726號25樓,$201-400,多國菜,甜品/糖水,(495 食評),38448,自選餐牌主菜買一送一優惠 或 甜品8折優惠； 飲品一律8折
21030,Doux,380.0,旺角彌敦道726號18樓全層,$101-200,多國菜,甜品/糖水,(473 食評),17124,正價75折 主菜餐牌 訂座享主主菜75折
21031,Ocio,432.0,旺角煙廠街33號朗廷軒地下B舖,$101-200,多國菜,甜品/糖水,(614 食評),18277,送 25里數 / 30積分
21032,EAT ME Bar & Restaurant,481.0,旺角彌敦道560號譽發廣場5樓全層,$101-200,多國菜,咖啡店,(657 食評),20521,全單5折
21033,The Pantry,259.0,尖沙咀柯士甸道西1號圓方(Elements) 2樓2133號舖,$101-200,多國菜,甜品/糖水,(348 食評),15165,
21034,Dazzling Cafe,364.0,尖沙咀彌敦道100號The ONE 3樓22號舖,$101-200,多國菜,甜品/糖水,(641 食評),27178,
21035,The Place,239.0,旺角上海街555號香港康得思酒店L樓層,$401-800,多國菜,海鮮,(481 食評),52027,送 25里數 / 30積分
21036,L'attitude,294.0,尖沙咀金馬倫道19號地下A舖,$101-200,多國菜,甜品/糖水,(348 食評),7731,
21037,K2 Kitchen,261.0,觀塘巧明街106號冠力工業大廈13樓6室,$101-200,多國菜,海鮮,(311 食評),8265,提供網上訂座
21038,吃吧 Chiba,235.0,旺角彌敦道566-568號僑建大廈2樓2室,$101-200,多國菜,酒吧,(276 食評),11197,全單8折
21039,The Market,296.0,尖沙咀科學館道17號唯港薈2樓,$401-800,多國菜,自助餐,(445 食評),33105,最優秀尖沙咀/自助餐開飯熱店
21040,Romanne Leisure Food Concept,258.0,旺角砵蘭街215號朗晴坊7樓,$101-200,多國菜,西式,(295 食評),5905,
21041,i kitchen,251.0,觀塘巧明街106號冠力工業大廈201室,$101-200,多國菜,多國菜,(296 食評),10482,提供網上訂座
21042,青花 Champak Restaurant,261.0,旺角奶路臣街17號The Forest 1樓107-108號舖,$101-200,多國菜,多國菜,(355 食評),12440,
21043,榮哥廚房私房菜,203.0,觀塘觀塘道436-484號官塘工業中心3期4樓L室,$201-400,多國菜,中菜館,(224 食評),7399,送 25里數 / 30積分
21044,雅 ‧悠蔬食 Leisurely Veggie,200.0,尖沙咀金馬倫道48號中國保險大廈3樓B號舖,$101-200,多國菜,素食,(254 食評),10718,送 25里數 / 30積分
21045,Home Sweet Home,233.0,太子基隆街13號永基樓地舖,$101-200,多國菜,海鮮,(278 食評),4239,全單65折
21046,The BASE,242.0,觀塘開源道52-54號豐利中心5樓509室,$101-200,多國菜,All Day Breakfast,(305 食評),12800,送 25里數 / 30積分
21047,Oui Oui Bistro,191.0,長沙灣福榮街512-518號依時大廈地下A舖,$201-400,多國菜,All Day Breakfast,(211 食評),7475,
21048,雅苑座 The Greenery,520.0,尖沙咀麼地道69號帝苑酒店3樓,$401-800,多國菜,自助餐,(790 食評),40034,
21049,素食一家 Veggie Family,263.0,旺角洗衣街145號正華大廈地下,$101-200,多國菜,素食,(376 食評),8053,
21050,Co-Dining Space,208.0,尖沙咀廣東道82-84號流尚坊11樓,$51-100,多國菜,漢堡包,(227 食評),5189,送 25里數 / 30積分
21051,花月庭 La Scala,293.0,旺角太子道西193號帝京酒店2樓,$201-400,多國菜,自助餐,(538 食評),37970,
