1988-12-31,No More Tears (Enough Is Enough),2
1988-12-31,Nothing s Gonna Stop Us Now,2
1988-12-31,One More Night,2
1988-12-31,Out Of Touch,2
1988-12-31,Owner Of A Lonely Heart,2
1988-12-31,Papa Don t Preach,2
1988-12-31,Private Eyes,2
1988-12-31,Rapture,2
1988-12-31,Ring My Bell,2
1988-12-31,Rise,2
1988-12-31,St. Elmo s Fire (Man In Motion),2
1988-12-31,Sweet Child O  Mine,2
1988-12-31,The Flame,2
1988-12-31,The Power Of Love,2
1988-12-31,The Reflex,2
1988-12-31,Time After Time,2
1988-12-31,Too Much Heaven,2
1988-12-31,Tragedy,2
1988-12-31,True Colors,2
1988-12-31,Truly,2
1988-12-31,We Built This City,2
1988-12-31,When I Think Of You,2
1988-12-31,Where Do Broken Hearts Go,2
1988-12-31,(I ve Had) The Time Of My Life,1
1988-12-31,Addicted To Love,1
1988-12-31,Africa,1
1988-12-31,Always,1
1988-12-31,"Baby, I Love Your Way/Freebird Medley",1
1988-12-31,Chariots Of Fire - Titles,1
1988-12-31,Come On Eileen,1
1988-12-31,Crazy For You,1
1988-12-31,Dirty Diana,1
1988-12-31,Do That To Me One More Time,1
1988-12-31,Don t You (Forget About Me),1
1988-12-31,Don't Stop 'Til You Get Enough,1
1988-12-31,Everytime You Go Away,1
1988-12-31,Foolish Beat,1
1988-12-31,Good Times,1
1988-12-31,Got My Mind Set On You,1
1988-12-31,Head To Toe,1
1988-12-31,Heart Of Glass,1
1988-12-31,Heartache Tonight,1
1988-12-31,Heaven Is A Place On Earth,1
1988-12-31,Here I Go Again,1
1988-12-31,Higher Love,1
1988-12-31,Hold On To The Nights,1
1988-12-31,Holding Back The Years,1
1988-12-31,Human,1
1988-12-31,I Can't Go For That (No Can Do),1
1988-12-31,I Just Can t Stop Loving You,1
1988-12-31,Invisible Touch,1
1988-12-31,Jacob s Ladder,1
1988-12-31,Keep On Loving You,1
1988-12-31,Knock On Wood,1
1988-12-31,"Kokomo (From The ""Cocktail"" Soundtrack)",1
1988-12-31,Let's Dance,1
1988-12-31,Live To Tell,1
1988-12-31,Lost In Emotion,1
1988-12-31,Love Bites,1
1988-12-31,Love You Inside Out,1
1988-12-31,Medley,1
1988-12-31,Miami Vice Theme,1
1988-12-31,Mickey,1
1988-12-31,Missing You,1
1988-12-31,Mony Mony,1
1988-12-31,Need You Tonight,1
1988-12-31,Oh Sheila,1
1988-12-31,Open Your Heart,1
1988-12-31,Part-Time Lover,1
1988-12-31,Please Don't Go,1
1988-12-31,Pop Muzik,1
1988-12-31,Red Red Wine,1
1988-12-31,Sad Eyes,1
1988-12-31,Sailing,1
1988-12-31,Sara,1
1988-12-31,Saving All My Love For You,1
1988-12-31,Seasons Change,1
1988-12-31,Separate Lives (Theme From White Nights),1
1988-12-31,Shake You Down,1
1988-12-31,"Shakedown (From ""Beverly Hills Cop II"")",1
1988-12-31,Sledgehammer,1
1988-12-31,So Emotional,1
1988-12-31,Still,1
1988-12-31,Sussudio,1
1988-12-31,Sweet Dreams (Are Made Of This),1
1988-12-31,"Take My Breath Away (Love Theme From ""Top Gun"")",1
1988-12-31,Take On Me,1
1988-12-31,Tell Her About It,1
1988-12-31,The Next Time I Fall,1
1988-12-31,The One That You Love,1
1988-12-31,The Tide Is High,1
1988-12-31,The Way It Is,1
1988-12-31,The Way You Make Me Feel,1
1988-12-31,There ll Be Sad Songs (To Make You Cry),1
1988-12-31,These Dreams,1
1988-12-31,Together Forever,1
1988-12-31,Venus,1
1988-12-31,West End Girls,1
1988-12-31,What A Fool Believes,1
1988-12-31,Who Can It Be Now?,1
1988-12-31,Who s That Girl,1
1988-12-31,"Wild, Wild West",1
1988-12-31,Wishing Well,1
1988-12-31,You Give Love A Bad Name,1
1988-12-31,You Keep Me Hangin  On,1
1998-12-31,One Sweet Day,16
1998-12-31,Candle In The Wind 1997/Something About The Way You Look Tonight,14
1998-12-31,"I Will Always Love You (From ""The Bodyguard"")",14
1998-12-31,I ll Make Love To You,14
1998-12-31,Macarena (Bayside Boys Mix),14
1998-12-31,"End Of The Road (From ""Boomerang"")",13
1998-12-31,The Boy Is Mine,13
1998-12-31,I Swear,11
1998-12-31,Un-Break My Heart,11
1998-12-31,Dreamlover,8
1998-12-31,Fantasy,8
1998-12-31,Jump,8
1998-12-31,Tha Crossroads,8
1998-12-31,That s The Way Love Goes,8
1998-12-31,"(Everything I Do) I Do It For You (From ""Robin Hood"")",7
1998-12-31,Black Or White,7
1998-12-31,"Can t Help Falling In Love (From ""Sliver"")",7
1998-12-31,I ll Be Missing You,7
1998-12-31,Informer,7
1998-12-31,Take A Bow,7
1998-12-31,This Is How We Do It,7
1998-12-31,Waterfalls,7
1998-12-31,"Because You Loved Me (From ""Up Close & Personal"")",6
1998-12-31,Can't Nobody Hold Me Down,6
1998-12-31,On Bended Knee,6
1998-12-31,The Sign,6
1998-12-31,Baby Got Back,5
1998-12-31,Have You Ever Really Loved A Woman?,5
1998-12-31,Rush Rush,5
1998-12-31,Save The Best For Last,5
1998-12-31,The First Night,5
1998-12-31,Too Close,5
1998-12-31,Another Day In Paradise,4
1998-12-31,Because I Love You (The Postman Song),4
1998-12-31,Bump N  Grind,4
1998-12-31,Creep,4
1998-12-31,Hero,4
1998-12-31,I m Your Angel,4
1998-12-31,I'd Do Anything For Love (But I Won't Do That),4
1998-12-31,I'll Be Missing You,4
1998-12-31,Miss You Much,4
1998-12-31,No Diggity,4
1998-12-31,Nothing Compares 2 U,4
1998-12-31,The Power Of Love,4
1998-12-31,Vision Of Love,4
1998-12-31,Wannabe,4
1998-12-31,All For Love,3
1998-12-31,All My Life,3
1998-12-31,Emotions,3
1998-12-31,Escapade,3
1998-12-31,"Gangsta's Paradise (From ""Dangerous Minds"")",3
1998-12-31,Gettin' Jiggy Wit It,3
1998-12-31,Honey,3
1998-12-31,How Am I Supposed To Live Without You,3
1998-12-31,Hypnotize,3
1998-12-31,I Don't Want To Miss A Thing,3
1998-12-31,I m Too Sexy,3
1998-12-31,Like A Prayer,3
1998-12-31,Lost In Your Eyes,3
1998-12-31,Love Takes Time,3
1998-12-31,Mmmbop,3
1998-12-31,Opposites Attract,3
1998-12-31,Right Here Waiting,3
