,date,song,artist
272642,2010-11-20,What's My Name?,Rihanna Featuring Drake
272742,2010-11-27,Like A G6,Far*East Movement Featuring Cataracs & Dev
272842,2010-12-04,Only Girl (In The World),Rihanna
272942,2010-12-11,Raise Your Glass,P!nk
273042,2010-12-18,Firework,Katy Perry
273142,2010-12-25,Firework,Katy Perry
273242,2011-01-01,Firework,Katy Perry
273342,2011-01-08,Grenade,Bruno Mars
273442,2011-01-15,Firework,Katy Perry
273542,2011-01-22,Grenade,Bruno Mars
273642,2011-01-29,Hold It Against Me,Britney Spears
273742,2011-02-05,Grenade,Bruno Mars
273842,2011-02-12,Grenade,Bruno Mars
273942,2011-02-19,Black And Yellow,Wiz Khalifa
274042,2011-02-26,Born This Way,Lady Gaga
274142,2011-03-05,Born This Way,Lady Gaga
274242,2011-03-12,Born This Way,Lady Gaga
274342,2011-03-19,Born This Way,Lady Gaga
274442,2011-03-26,Born This Way,Lady Gaga
274542,2011-04-02,Born This Way,Lady Gaga
274642,2011-04-09,E.T.,Katy Perry Featuring Kanye West
274742,2011-04-16,E.T.,Katy Perry Featuring Kanye West
274842,2011-04-23,E.T.,Katy Perry Featuring Kanye West
274942,2011-04-30,S&M,Rihanna Featuring Britney Spears
275042,2011-05-07,E.T.,Katy Perry Featuring Kanye West
275142,2011-05-14,E.T.,Katy Perry Featuring Kanye West
275242,2011-05-21,Rolling In The Deep,Adele
275342,2011-05-28,Rolling In The Deep,Adele
275442,2011-06-04,Rolling In The Deep,Adele
275542,2011-06-11,Rolling In The Deep,Adele
275642,2011-06-18,Rolling In The Deep,Adele
275742,2011-06-25,Rolling In The Deep,Adele
275842,2011-07-02,Rolling In The Deep,Adele
275942,2011-07-09,Give Me Everything,"Pitbull Featuring Ne-Yo, Afrojack & Nayer"
276042,2011-07-16,Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock
276142,2011-07-23,Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock
276242,2011-07-30,Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock
276342,2011-08-06,Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock
276442,2011-08-13,Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock
276542,2011-08-20,Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock
276642,2011-08-27,Last Friday Night (T.G.I.F.),Katy Perry
276742,2011-09-03,Last Friday Night (T.G.I.F.),Katy Perry
276842,2011-09-10,Moves Like Jagger,Maroon 5 Featuring Christina Aguilera
276942,2011-09-17,Someone Like You,Adele
277042,2011-09-24,Moves Like Jagger,Maroon 5 Featuring Christina Aguilera
277142,2011-10-01,Moves Like Jagger,Maroon 5 Featuring Christina Aguilera
277242,2011-10-08,Moves Like Jagger,Maroon 5 Featuring Christina Aguilera
277342,2011-10-15,Someone Like You,Adele
277442,2011-10-22,Someone Like You,Adele
277542,2011-10-29,Someone Like You,Adele
277642,2011-11-05,Someone Like You,Adele
277742,2011-11-12,We Found Love,Rihanna Featuring Calvin Harris
277842,2011-11-19,We Found Love,Rihanna Featuring Calvin Harris
277942,2011-11-26,We Found Love,Rihanna Featuring Calvin Harris
278042,2011-12-03,We Found Love,Rihanna Featuring Calvin Harris
278142,2011-12-10,We Found Love,Rihanna Featuring Calvin Harris
278242,2011-12-17,We Found Love,Rihanna Featuring Calvin Harris
278342,2011-12-24,We Found Love,Rihanna Featuring Calvin Harris
278442,2011-12-31,We Found Love,Rihanna Featuring Calvin Harris
278542,2012-01-07,Sexy And I Know It,LMFAO
278642,2012-01-14,Sexy And I Know It,LMFAO
278742,2012-01-21,We Found Love,Rihanna Featuring Calvin Harris
278842,2012-01-28,We Found Love,Rihanna Featuring Calvin Harris
278942,2012-02-04,Set Fire To The Rain,Adele
279042,2012-02-11,Set Fire To The Rain,Adele
279142,2012-02-18,Stronger (What Doesn't Kill You),Kelly Clarkson
279242,2012-02-25,Stronger (What Doesn't Kill You),Kelly Clarkson
279342,2012-03-03,Part Of Me,Katy Perry
279442,2012-03-10,Stronger (What Doesn't Kill You),Kelly Clarkson
279542,2012-03-17,We Are Young,fun. Featuring Janelle Monae
279642,2012-03-24,We Are Young,fun. Featuring Janelle Monae
279742,2012-03-31,We Are Young,fun. Featuring Janelle Monae
279842,2012-04-07,We Are Young,fun. Featuring Janelle Monae
279942,2012-04-14,We Are Young,fun. Featuring Janelle Monae
280042,2012-04-21,We Are Young,fun. Featuring Janelle Monae
280142,2012-04-28,Somebody That I Used To Know,Gotye Featuring Kimbra
280242,2012-05-05,Somebody That I Used To Know,Gotye Featuring Kimbra
280342,2012-05-12,Somebody That I Used To Know,Gotye Featuring Kimbra
280442,2012-05-19,Somebody That I Used To Know,Gotye Featuring Kimbra
280542,2012-05-26,Somebody That I Used To Know,Gotye Featuring Kimbra
280642,2012-06-02,Somebody That I Used To Know,Gotye Featuring Kimbra
280742,2012-06-09,Somebody That I Used To Know,Gotye Featuring Kimbra
280842,2012-06-16,Somebody That I Used To Know,Gotye Featuring Kimbra
280942,2012-06-23,Call Me Maybe,Carly Rae Jepsen
281042,2012-06-30,Call Me Maybe,Carly Rae Jepsen
281142,2012-07-07,Call Me Maybe,Carly Rae Jepsen
281242,2012-07-14,Call Me Maybe,Carly Rae Jepsen
281342,2012-07-21,Call Me Maybe,Carly Rae Jepsen
281442,2012-07-28,Call Me Maybe,Carly Rae Jepsen
281542,2012-08-04,Call Me Maybe,Carly Rae Jepsen
281642,2012-08-11,Call Me Maybe,Carly Rae Jepsen
281742,2012-08-18,Call Me Maybe,Carly Rae Jepsen
281842,2012-08-25,Whistle,Flo Rida
281942,2012-09-01,We Are Never Ever Getting Back Together,Taylor Swift
282042,2012-09-08,We Are Never Ever Getting Back Together,Taylor Swift
282142,2012-09-15,Whistle,Flo Rida
282242,2012-09-22,We Are Never Ever Getting Back Together,Taylor Swift
282342,2012-09-29,One More Night,Maroon 5
282442,2012-10-06,One More Night,Maroon 5
282542,2012-10-13,One More Night,Maroon 5
282642,2012-10-20,One More Night,Maroon 5
282742,2012-10-27,One More Night,Maroon 5
282842,2012-11-03,One More Night,Maroon 5
282942,2012-11-10,One More Night,Maroon 5
283042,2012-11-17,One More Night,Maroon 5
283142,2012-11-24,One More Night,Maroon 5
283242,2012-12-01,Diamonds,Rihanna
283342,2012-12-08,Diamonds,Rihanna
283442,2012-12-15,Diamonds,Rihanna
283542,2012-12-22,Locked Out Of Heaven,Bruno Mars
283642,2012-12-29,Locked Out Of Heaven,Bruno Mars
283742,2013-01-05,Locked Out Of Heaven,Bruno Mars
283842,2013-01-12,Locked Out Of Heaven,Bruno Mars
283942,2013-01-19,Locked Out Of Heaven,Bruno Mars
284042,2013-01-26,Locked Out Of Heaven,Bruno Mars
284142,2013-02-02,Thrift Shop,Macklemore & Ryan Lewis Featuring Wanz
284242,2013-02-09,Thrift Shop,Macklemore & Ryan Lewis Featuring Wanz
284342,2013-02-16,Thrift Shop,Macklemore & Ryan Lewis Featuring Wanz
284442,2013-02-23,Thrift Shop,Macklemore & Ryan Lewis Featuring Wanz
284542,2013-03-02,Harlem Shake,Baauer
284642,2013-03-09,Harlem Shake,Baauer
284742,2013-03-16,Harlem Shake,Baauer
284842,2013-03-23,Harlem Shake,Baauer
284942,2013-03-30,Harlem Shake,Baauer
285042,2013-04-06,Thrift Shop,Macklemore & Ryan Lewis Featuring Wanz
285142,2013-04-13,Thrift Shop,Macklemore & Ryan Lewis Featuring Wanz
285242,2013-04-20,When I Was Your Man,Bruno Mars
285342,2013-04-27,Just Give Me A Reason,P!nk Featuring Nate Ruess
285442,2013-05-04,Just Give Me A Reason,P!nk Featuring Nate Ruess
285542,2013-05-11,Just Give Me A Reason,P!nk Featuring Nate Ruess
285642,2013-05-18,Can't Hold Us,Macklemore & Ryan Lewis Featuring Ray Dalton
285742,2013-05-25,Can't Hold Us,Macklemore & Ryan Lewis Featuring Ray Dalton
285842,2013-06-01,Can't Hold Us,Macklemore & Ryan Lewis Featuring Ray Dalton
285942,2013-06-08,Can't Hold Us,Macklemore & Ryan Lewis Featuring Ray Dalton
286042,2013-06-15,Can't Hold Us,Macklemore & Ryan Lewis Featuring Ray Dalton
286142,2013-06-22,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell
286242,2013-06-29,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell
286342,2013-07-06,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell
286442,2013-07-13,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell
286542,2013-07-20,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell
286642,2013-07-27,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell
286742,2013-08-03,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell
286842,2013-08-10,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell
286942,2013-08-17,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell
287042,2013-08-24,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell
287142,2013-08-31,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell
287242,2013-09-07,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell
287342,2013-09-14,Roar,Katy Perry
287442,2013-09-21,Roar,Katy Perry
287542,2013-09-28,Wrecking Ball,Miley Cyrus
287642,2013-10-05,Wrecking Ball,Miley Cyrus
287742,2013-10-12,Royals,Lorde
287842,2013-10-19,Royals,Lorde
287942,2013-10-26,Royals,Lorde
288042,2013-11-02,Royals,Lorde
288142,2013-11-09,Royals,Lorde
288242,2013-11-16,Royals,Lorde
288342,2013-11-23,Royals,Lorde
288442,2013-11-30,Royals,Lorde
288542,2013-12-07,Royals,Lorde
288642,2013-12-14,Wrecking Ball,Miley Cyrus
288742,2013-12-21,The Monster,Eminem Featuring Rihanna
288842,2013-12-28,The Monster,Eminem Featuring Rihanna
288942,2014-01-04,The Monster,Eminem Featuring Rihanna
289042,2014-01-11,The Monster,Eminem Featuring Rihanna
289142,2014-01-18,Timber,Pitbull Featuring Ke$ha
289242,2014-01-25,Timber,Pitbull Featuring Ke$ha
289342,2014-02-01,Timber,Pitbull Featuring Ke$ha
289442,2014-02-08,Dark Horse,Katy Perry Featuring Juicy J
289542,2014-02-15,Dark Horse,Katy Perry Featuring Juicy J
289642,2014-02-22,Dark Horse,Katy Perry Featuring Juicy J
289742,2014-03-01,Dark Horse,Katy Perry Featuring Juicy J
289842,2014-03-08,Happy,Pharrell Williams
289942,2014-03-15,Happy,Pharrell Williams
290042,2014-03-22,Happy,Pharrell Williams
290142,2014-03-29,Happy,Pharrell Williams
290242,2014-04-05,Happy,Pharrell Williams
290342,2014-04-12,Happy,Pharrell Williams
290442,2014-04-19,Happy,Pharrell Williams
290542,2014-04-26,Happy,Pharrell Williams
290642,2014-05-03,Happy,Pharrell Williams
290742,2014-05-10,Happy,Pharrell Williams
290842,2014-05-17,All Of Me,John Legend
290942,2014-05-24,All Of Me,John Legend
291042,2014-05-31,All Of Me,John Legend
291142,2014-06-07,Fancy,Iggy Azalea Featuring Charli XCX
291242,2014-06-14,Fancy,Iggy Azalea Featuring Charli XCX
291342,2014-06-21,Fancy,Iggy Azalea Featuring Charli XCX
291442,2014-06-28,Fancy,Iggy Azalea Featuring Charli XCX
291542,2014-07-05,Fancy,Iggy Azalea Featuring Charli XCX
291642,2014-07-12,Fancy,Iggy Azalea Featuring Charli XCX
291742,2014-07-19,Fancy,Iggy Azalea Featuring Charli XCX
291842,2014-07-26,Rude,MAGIC!
291942,2014-08-02,Rude,MAGIC!
292042,2014-08-09,Rude,MAGIC!
292142,2014-08-16,Rude,MAGIC!
292242,2014-08-23,Rude,MAGIC!
292342,2014-08-30,Rude,MAGIC!
292442,2014-09-06,Shake It Off,Taylor Swift
292542,2014-09-13,Shake It Off,Taylor Swift
292642,2014-09-20,All About That Bass,Meghan Trainor
292742,2014-09-27,All About That Bass,Meghan Trainor
292842,2014-10-04,All About That Bass,Meghan Trainor
292942,2014-10-11,All About That Bass,Meghan Trainor
293042,2014-10-18,All About That Bass,Meghan Trainor
293142,2014-10-25,All About That Bass,Meghan Trainor
293242,2014-11-01,All About That Bass,Meghan Trainor
293342,2014-11-08,All About That Bass,Meghan Trainor
293442,2014-11-15,Shake It Off,Taylor Swift
293542,2014-11-22,Shake It Off,Taylor Swift
293642,2014-11-29,Blank Space,Taylor Swift
293742,2014-12-06,Blank Space,Taylor Swift
293842,2014-12-13,Blank Space,Taylor Swift
293942,2014-12-20,Blank Space,Taylor Swift
294042,2014-12-27,Blank Space,Taylor Swift
294142,2015-01-03,Blank Space,Taylor Swift
294242,2015-01-10,Blank Space,Taylor Swift
294342,2015-01-17,Uptown Funk!,Mark Ronson Featuring Bruno Mars
294442,2015-01-24,Uptown Funk!,Mark Ronson Featuring Bruno Mars
294542,2015-01-31,Uptown Funk!,Mark Ronson Featuring Bruno Mars
294642,2015-02-07,Uptown Funk!,Mark Ronson Featuring Bruno Mars
294742,2015-02-14,Uptown Funk!,Mark Ronson Featuring Bruno Mars
294842,2015-02-21,Uptown Funk!,Mark Ronson Featuring Bruno Mars
294942,2015-02-28,Uptown Funk!,Mark Ronson Featuring Bruno Mars
295042,2015-03-07,Uptown Funk!,Mark Ronson Featuring Bruno Mars
295142,2015-03-14,Uptown Funk!,Mark Ronson Featuring Bruno Mars
295242,2015-03-21,Uptown Funk!,Mark Ronson Featuring Bruno Mars
295342,2015-03-28,Uptown Funk!,Mark Ronson Featuring Bruno Mars
295442,2015-04-04,Uptown Funk!,Mark Ronson Featuring Bruno Mars
295542,2015-04-11,Uptown Funk!,Mark Ronson Featuring Bruno Mars
295642,2015-04-18,Uptown Funk!,Mark Ronson Featuring Bruno Mars
295742,2015-04-25,See You Again,Wiz Khalifa Featuring Charlie Puth
295842,2015-05-02,See You Again,Wiz Khalifa Featuring Charlie Puth
295942,2015-05-09,See You Again,Wiz Khalifa Featuring Charlie Puth
296042,2015-05-16,See You Again,Wiz Khalifa Featuring Charlie Puth
296142,2015-05-23,See You Again,Wiz Khalifa Featuring Charlie Puth
296242,2015-05-30,See You Again,Wiz Khalifa Featuring Charlie Puth
296342,2015-06-06,Bad Blood,Taylor Swift Featuring Kendrick Lamar
296442,2015-06-13,See You Again,Wiz Khalifa Featuring Charlie Puth
296542,2015-06-20,See You Again,Wiz Khalifa Featuring Charlie Puth
296642,2015-06-27,See You Again,Wiz Khalifa Featuring Charlie Puth
296742,2015-07-04,See You Again,Wiz Khalifa Featuring Charlie Puth
296842,2015-07-11,See You Again,Wiz Khalifa Featuring Charlie Puth
296942,2015-07-18,See You Again,Wiz Khalifa Featuring Charlie Puth
297042,2015-07-25,Cheerleader,OMI
297142,2015-08-01,Cheerleader,OMI
297242,2015-08-08,Cheerleader,OMI
297342,2015-08-15,Cheerleader,OMI
297442,2015-08-22,Can't Feel My Face,The Weeknd
297542,2015-08-29,Cheerleader,OMI
297642,2015-09-05,Cheerleader,OMI
297742,2015-09-12,Can't Feel My Face,The Weeknd
297842,2015-09-19,What Do You Mean?,Justin Bieber
297942,2015-09-26,Can't Feel My Face,The Weeknd
298042,2015-10-03,The Hills,The Weeknd
298142,2015-10-10,The Hills,The Weeknd
298242,2015-10-17,The Hills,The Weeknd
298342,2015-10-24,The Hills,The Weeknd
298442,2015-10-31,The Hills,The Weeknd
298542,2015-11-07,The Hills,The Weeknd
298642,2015-11-14,Hello,Adele
298742,2015-11-21,Hello,Adele
298842,2015-11-28,Hello,Adele
298942,2015-12-05,Hello,Adele
0,2018-11-24,"Thank U, Next",Ariana Grande
1,2018-11-17,"Thank U, Next",Ariana Grande
2,2018-11-10,Girls Like You,Maroon 5 Featuring Cardi B
3,2018-11-03,Girls Like You,Maroon 5 Featuring Cardi B
4,2018-10-27,Girls Like You,Maroon 5 Featuring Cardi B
5,2018-10-20,Girls Like You,Maroon 5 Featuring Cardi B
6,2018-10-13,Girls Like You,Maroon 5 Featuring Cardi B
7,2018-10-06,Girls Like You,Maroon 5 Featuring Cardi B
8,2018-09-29,Girls Like You,Maroon 5 Featuring Cardi B
9,2018-09-22,In My Feelings,Drake
10,2018-09-15,In My Feelings,Drake
11,2018-09-08,In My Feelings,Drake
12,2018-09-01,In My Feelings,Drake
13,2018-08-25,In My Feelings,Drake
14,2018-08-18,In My Feelings,Drake
15,2018-08-11,In My Feelings,Drake
16,2018-08-04,In My Feelings,Drake
17,2018-07-28,In My Feelings,Drake
18,2018-07-21,In My Feelings,Drake
19,2018-07-14,Nice For What,Drake
20,2018-07-07,I Like It,"Cardi B, Bad Bunny & J Balvin"
21,2018-06-30,Sad!,XXXTENTACION
22,2018-06-23,Nice For What,Drake
23,2018-06-16,Psycho,Post Malone Featuring Ty Dolla $ign
24,2018-06-09,Nice For What,Drake
25,2018-06-02,Nice For What,Drake
26,2018-05-26,This Is America,Childish Gambino
27,2018-05-19,This Is America,Childish Gambino
28,2018-05-12,Nice For What,Drake
29,2018-05-05,Nice For What,Drake
30,2018-04-28,Nice For What,Drake
31,2018-04-21,Nice For What,Drake
32,2018-04-14,God's Plan,Drake
33,2018-04-07,God's Plan,Drake
34,2018-03-31,God's Plan,Drake
35,2018-03-24,God's Plan,Drake
36,2018-03-17,God's Plan,Drake
37,2018-03-10,God's Plan,Drake
38,2018-03-03,God's Plan,Drake
39,2018-02-24,God's Plan,Drake
40,2018-02-17,God's Plan,Drake
41,2018-02-10,God's Plan,Drake
42,2018-02-03,God's Plan,Drake
43,2018-01-27,Havana,Camila Cabello Featuring Young Thug
44,2018-01-20,Perfect,Ed Sheeran
45,2018-01-13,Perfect,Ed Sheeran
46,2018-01-06,Perfect,Ed Sheeran
47,2017-12-30,Perfect,Ed Sheeran
48,2017-12-23,Perfect,Ed Sheeran
49,2017-12-16,Rockstar,Post Malone Featuring 21 Savage
50,2017-12-09,Rockstar,Post Malone Featuring 21 Savage
51,2017-12-02,Rockstar,Post Malone Featuring 21 Savage
52,2017-11-25,Rockstar,Post Malone Featuring 21 Savage
53,2017-11-18,Rockstar,Post Malone Featuring 21 Savage
54,2017-11-11,Rockstar,Post Malone Featuring 21 Savage
55,2017-11-04,Rockstar,Post Malone Featuring 21 Savage
56,2017-10-28,Rockstar,Post Malone Featuring 21 Savage
57,2017-10-21,Bodak Yellow (Money Moves),Cardi B
58,2017-10-14,Bodak Yellow (Money Moves),Cardi B
59,2017-10-07,Bodak Yellow (Money Moves),Cardi B
60,2017-09-30,Look What You Made Me Do,Taylor Swift
61,2017-09-23,Look What You Made Me Do,Taylor Swift
62,2017-09-16,Look What You Made Me Do,Taylor Swift
63,2017-09-09,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber
64,2017-09-02,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber
65,2017-08-26,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber
66,2017-08-19,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber
67,2017-08-12,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber
68,2017-08-05,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber
69,2017-07-29,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber
70,2017-07-22,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber
71,2017-07-15,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber
72,2017-07-08,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber
73,2017-07-01,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber
74,2017-06-24,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber
75,2017-06-17,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber
76,2017-06-10,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber
77,2017-06-03,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber
78,2017-05-27,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber
79,2017-05-20,I'm The One,"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne"
80,2017-05-13,That's What I Like,Bruno Mars
81,2017-05-06,Humble.,Kendrick Lamar
82,2017-04-29,Shape Of You,Ed Sheeran
83,2017-04-22,Shape Of You,Ed Sheeran
84,2017-04-15,Shape Of You,Ed Sheeran
85,2017-04-08,Shape Of You,Ed Sheeran
86,2017-04-01,Shape Of You,Ed Sheeran
87,2017-03-25,Shape Of You,Ed Sheeran
88,2017-03-18,Shape Of You,Ed Sheeran
89,2017-03-11,Shape Of You,Ed Sheeran
90,2017-03-04,Shape Of You,Ed Sheeran
91,2017-02-25,Shape Of You,Ed Sheeran
92,2017-02-18,Shape Of You,Ed Sheeran
93,2017-02-11,Bad And Boujee,Migos Featuring Lil Uzi Vert
94,2017-02-04,Bad And Boujee,Migos Featuring Lil Uzi Vert
95,2017-01-28,Shape Of You,Ed Sheeran
96,2017-01-21,Bad And Boujee,Migos Featuring Lil Uzi Vert
97,2017-01-14,Black Beatles,Rae Sremmurd Featuring Gucci Mane
98,2017-01-07,Starboy,The Weeknd Featuring Daft Punk
99,2016-12-31,Black Beatles,Rae Sremmurd Featuring Gucci Mane
100,2016-12-24,Black Beatles,Rae Sremmurd Featuring Gucci Mane
101,2016-12-17,Black Beatles,Rae Sremmurd Featuring Gucci Mane
102,2016-12-10,Black Beatles,Rae Sremmurd Featuring Gucci Mane
103,2016-12-03,Black Beatles,Rae Sremmurd Featuring Gucci Mane
104,2016-11-26,Black Beatles,Rae Sremmurd Featuring Gucci Mane
105,2016-11-19,Closer,The Chainsmokers Featuring Halsey
106,2016-11-12,Closer,The Chainsmokers Featuring Halsey
107,2016-11-05,Closer,The Chainsmokers Featuring Halsey
108,2016-10-29,Closer,The Chainsmokers Featuring Halsey
109,2016-10-22,Closer,The Chainsmokers Featuring Halsey
110,2016-10-15,Closer,The Chainsmokers Featuring Halsey
111,2016-10-08,Closer,The Chainsmokers Featuring Halsey
112,2016-10-01,Closer,The Chainsmokers Featuring Halsey
113,2016-09-24,Closer,The Chainsmokers Featuring Halsey
114,2016-09-17,Closer,The Chainsmokers Featuring Halsey
115,2016-09-10,Closer,The Chainsmokers Featuring Halsey
116,2016-09-03,Closer,The Chainsmokers Featuring Halsey
117,2016-08-27,Cheap Thrills,Sia Featuring Sean Paul
118,2016-08-20,Cheap Thrills,Sia Featuring Sean Paul
119,2016-08-13,Cheap Thrills,Sia Featuring Sean Paul
120,2016-08-06,Cheap Thrills,Sia Featuring Sean Paul
121,2016-07-30,One Dance,Drake Featuring WizKid & Kyla
122,2016-07-23,One Dance,Drake Featuring WizKid & Kyla
123,2016-07-16,One Dance,Drake Featuring WizKid & Kyla
124,2016-07-09,One Dance,Drake Featuring WizKid & Kyla
125,2016-07-02,One Dance,Drake Featuring WizKid & Kyla
126,2016-06-25,One Dance,Drake Featuring WizKid & Kyla
127,2016-06-18,One Dance,Drake Featuring WizKid & Kyla
128,2016-06-11,One Dance,Drake Featuring WizKid & Kyla
129,2016-06-04,One Dance,Drake Featuring WizKid & Kyla
130,2016-05-28,Can't Stop The Feeling!,Justin Timberlake
131,2016-05-21,One Dance,Drake Featuring WizKid & Kyla
132,2016-05-14,Panda,Desiigner
133,2016-05-07,Panda,Desiigner
134,2016-04-30,Work,Rihanna Featuring Drake
135,2016-04-23,Work,Rihanna Featuring Drake
136,2016-04-16,Work,Rihanna Featuring Drake
137,2016-04-09,Work,Rihanna Featuring Drake
138,2016-04-02,Work,Rihanna Featuring Drake
139,2016-03-26,Work,Rihanna Featuring Drake
140,2016-03-19,Work,Rihanna Featuring Drake
141,2016-03-12,Work,Rihanna Featuring Drake
142,2016-03-05,Work,Rihanna Featuring Drake
143,2016-02-27,Love Yourself,Justin Bieber
144,2016-02-20,Pillowtalk,Zayn
145,2016-02-13,Love Yourself,Justin Bieber
146,2016-02-06,Sorry,Justin Bieber
147,2016-01-30,Sorry,Justin Bieber
148,2016-01-23,Sorry,Justin Bieber
149,2016-01-16,Hello,Adele
150,2016-01-09,Hello,Adele
151,2016-01-02,Hello,Adele
152,2015-12-26,Hello,Adele
